37.0,0.9177,0.9215,0.9122,0.9253,0.9339
38.0,0.9184,0.9215,0.9065,0.9268,0.9354
39.0,0.9193,0.922,0.9069,0.925,0.933
40.0,0.9167,0.9211,0.9098,0.9266,0.935
41.0,0.9184,0.9206,0.9096,0.9264,0.935
42.0,0.9182,0.9204,0.9118,0.9251,0.9354
43.0,0.918,0.9204,0.9094,0.9246,0.9348
44.0,0.9177,0.9209,0.9136,0.9253,0.9348
45.0,0.9169,0.9178,0.914,0.9248,0.9368
46.0,0.9202,0.9213,0.9127,0.924,0.9355
47.0,0.9186,0.9213,0.9144,0.9242,0.9377
48.0,0.9184,0.9215,0.914,0.9251,0.9326
49.0,0.92,0.9208,0.916,0.9244,0.9284
50.0,0.9202,0.9222,0.9147,0.9224,0.9326
51.0,0.9204,0.9206,0.9133,0.9235,0.9339
52.0,0.9193,0.9156,0.9146,0.9253,0.9343
53.0,0.92,0.9167,0.9153,0.9253,0.9346
54.0,0.9198,0.92,0.9135,0.9222,0.9343
55.0,0.9204,0.9195,0.908,0.923,0.9352
56.0,0.9198,0.9186,0.9118,0.9226,0.9355
57.0,0.9186,0.9198,0.9124,0.9215,0.9346
58.0,0.9206,0.9209,0.912,0.9224,0.9361
59.0,0.9211,0.9191,0.912,0.9246,0.9345
60.0,0.9204,0.9202,0.9113,0.925,0.9334
61.0,0.9215,0.9208,0.9135,0.9248,0.9332
62.0,0.9208,0.9195,0.9147,0.9251,0.9334
63.0,0.9186,0.9158,0.9155,0.9246,0.9341
64.0,0.9149,0.9164,0.9091,0.9266,0.9341
65.0,0.9151,0.9162,0.9116,0.925,0.9354
66.0,0.9166,0.9171,0.9127,0.9253,0.9341
67.0,0.9175,0.9166,0.914,0.9253,0.9355
68.0,0.9177,0.9167,0.9133,0.9264,0.9339
69.0,0.9186,0.9169,0.9096,0.924,0.9346
70.0,0.9175,0.9195,0.9142,0.9268,0.9346
71.0,0.9188,0.9167,0.9153,0.9257,0.9352
72.0,0.9178,0.9171,0.9162,0.9248,0.9355
73.0,0.9173,0.9188,0.9147,0.925,0.9352
74.0,0.9169,0.9175,0.9166,0.9259,0.9361
75.0,0.9184,0.9189,0.9162,0.9253,0.9355
76.0,0.9175,0.9208,0.9144,0.9253,0.9346
77.0,0.9178,0.92,0.9133,0.924,0.9355
78.0,0.9186,0.9186,0.9153,0.9255,0.9355
79.0,0.9173,0.9177,0.916,0.9255,0.9354
80.0,0.918,0.9178,0.9131,0.9255,0.9348
81.0,0.9177,0.9184,0.9166,0.9255,0.9332
82.0,0.9175,0.9198,0.9166,0.9266,0.9348
83.0,0.9193,0.9202,0.9171,0.9262,0.9346
84.0,0.9188,0.9204,0.9169,0.927,0.9346
85.0,0.9188,0.9202,0.9178,0.9264,0.9341
86.0,0.9188,0.9198,0.9173,0.9275,0.9332
87.0,0.92,0.9204,0.9175,0.9273,0.9348
88.0,0.9188,0.9195,0.9167,0.9268,0.9346
89.0,0.9191,0.9211,0.9149,0.9266,0.9346
90.0,0.9195,0.9204,0.9178,0.9262,0.9348
91.0,0.9175,0.9204,0.9178,0.9262,0.935
92.0,0.9193,0.9184,0.9167,0.9246,0.9343
93.0,0.9184,0.9186,0.9184,0.925,0.9332
94.0,0.9186,0.92,0.9156,0.9261,0.9306
95.0,0.9186,0.9189,0.9171,0.9253,0.9312
96.0,0.9195,0.9202,0.9156,0.9242,0.9321
97.0,0.9193,0.9191,0.9171,0.927,0.9328
98.0,0.9195,0.92,0.9122,0.9253,0.9319
99.0,0.9193,0.9195,0.9158,0.9248,0.9323
